CVE ID,Title,Description,CVSS v3.1 Score,Vendor,Product,datePublished,Attempted Exploitation,Reference,CWE,CWE-N
CVE-2025-31688,Configuration Split - Moderately critical - Cross Site Request Forgery - SA-CONTRIB-2025-017,"Cross-Site Request Forgery (CSRF) vulnerability in Drupal Configuration Split allows Cross Site Request Forgery.This issue affects Configuration Split: from 0.0.0 before 1.10.0, from 2.0.0 before 2.0.2.",,Drupal,Configuration Split,2025-03-31T21:45:16.458Z,no,1.0,CWE-352,1.0
CVE-2025-31689,General Data Protection Regulation - Moderately critical - Cross Site Request Forgery - SA-CONTRIB-2025-018,"Cross-Site Request Forgery (CSRF) vulnerability in Drupal General Data Protection Regulation allows Cross Site Request Forgery.This issue affects General Data Protection Regulation: from 0.0.0 before 3.0.1, from 3.1.0 before 3.1.2.",,Drupal,General Data Protection Regulation,2025-03-31T21:45:37.759Z,no,1.0,CWE-352,1.0
CVE-2025-31690,Cache Utility - Moderately critical - Cross Site Request Forgery - SA-CONTRIB-2025-019,Cross-Site Request Forgery (CSRF) vulnerability in Drupal Cache Utility allows Cross Site Request Forgery.This issue affects Cache Utility: from 0.0.0 before 1.2.1.,,Drupal,Cache Utility,2025-03-31T21:49:18.300Z,no,1.0,CWE-352,1.0
CVE-2025-31691,OAuth2 Server - Moderately critical - Access bypass - SA-CONTRIB-2025-020,Missing Authorization vulnerability in Drupal OAuth2 Server allows Forceful Browsing.This issue affects OAuth2 Server: from 0.0.0 before 2.1.0.,,Drupal,OAuth2 Server,2025-03-31T21:49:42.796Z,no,1.0,CWE-862,1.0
CVE-2025-31692,AI (Artificial Intelligence) - Critical - Remote Code Execution - SA-CONTRIB-2025-021,Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection') vulnerability in Drupal AI (Artificial Intelligence) allows OS Command Injection.This issue affects AI (Artificial Intelligence): from 0.0.0 before 1.0.5.,,Drupal,AI (Artificial Intelligence),2025-03-31T21:50:34.673Z,no,1.0,CWE-78,1.0
CVE-2025-31693,AI (Artificial Intelligence) - Moderately critical - Gadget Chain - SA-CONTRIB-2025-022,Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection') vulnerability in Drupal AI (Artificial Intelligence) allows OS Command Injection.This issue affects AI (Artificial Intelligence): from 0.0.0 before 1.0.5.,,Drupal,AI (Artificial Intelligence),2025-03-31T21:51:17.459Z,no,1.0,CWE-78,1.0
CVE-2025-31694,Two-factor Authentication (TFA) - Moderately critical - Access bypass - SA-CONTRIB-2025-023,Incorrect Authorization vulnerability in Drupal Two-factor Authentication (TFA) allows Forceful Browsing.This issue affects Two-factor Authentication (TFA): from 0.0.0 before 1.10.0.,,Drupal,Two-factor Authentication (TFA),2025-03-31T21:51:40.451Z,no,1.0,CWE-288,1.0
CVE-2025-31695,Link field display mode formatter - Moderately critical - Cross site scripting - SA-CONTRIB-2025-024,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Drupal Link field display mode formatter allows Cross-Site Scripting (XSS).This issue affects Link field display mode formatter: from 0.0.0 before 1.6.0.,,Drupal,Link field display mode formatter,2025-03-31T21:52:55.173Z,no,1.0,CWE-79,1.0
CVE-2025-31696,RapiDoc OAS Field Formatter - Moderately critical - Cross site scripting - SA-CONTRIB-2025-025,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Drupal RapiDoc OAS Field Formatter allows Cross-Site Scripting (XSS).This issue affects RapiDoc OAS Field Formatter: from 0.0.0 before 1.0.1.,,Drupal,RapiDoc OAS Field Formatter,2025-03-31T21:55:01.951Z,no,1.0,CWE-79,1.0
CVE-2025-31697,Formatter Suite - Moderately critical - Cross site scripting - SA-CONTRIB-2025-026,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Drupal Formatter Suite allows Cross-Site Scripting (XSS).This issue affects Formatter Suite: from 0.0.0 before 2.1.0.,,Drupal,Formatter Suite,2025-03-31T21:55:59.521Z,no,1.0,CWE-79,1.0
CVE-2025-31730,WordPress Marketer Addons Plugin <= 1.0.1 - Stored Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in DigitalCourt Marketer Addons allows Stored XSS. This issue affects Marketer Addons: from n/a through 1.0.1.,6.5,DigitalCourt,Marketer Addons,2025-04-01T14:51:01.189Z,no,1.0,CWE-79,1.0
CVE-2025-31731,WordPress Author Bio Shortcode Plugin <= 2.5.3 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Philip John Author Bio Shortcode allows Stored XSS. This issue affects Author Bio Shortcode: from n/a through 2.5.3.,6.5,Philip John,Author Bio Shortcode,2025-04-01T14:51:01.844Z,no,1.0,CWE-79,1.0
CVE-2025-31732,WordPress GB Gallery Slideshow plugin <= 1.3 - Broken Access Control vulnerability,Missing Authorization vulnerability in gb-plugins GB Gallery Slideshow allows Exploiting Incorrectly Configured Access Control Security Levels. This issue affects GB Gallery Slideshow: from n/a through 1.3.,4.3,gb-plugins,GB Gallery Slideshow,2025-04-01T14:51:02.397Z,no,1.0,CWE-862,1.0
CVE-2025-31733,WordPress WP Sitemap Plugin <= 1.0.0 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Boot Div WP Sitemap allows Stored XSS. This issue affects WP Sitemap: from n/a through 1.0.0.,6.5,Boot Div,WP Sitemap,2025-04-01T14:51:02.929Z,no,1.0,CWE-79,1.0
CVE-2025-31734,WordPress Simple Post Expiration plugin <= 1.0.1 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Syed Balkhi Simple Post Expiration allows DOM-Based XSS. This issue affects Simple Post Expiration: from n/a through 1.0.1.,6.5,Syed Balkhi,Simple Post Expiration,2025-04-01T14:51:03.501Z,no,1.0,CWE-79,1.0
CVE-2025-31735,WordPress Footnotes for WordPress plugin <= 2016.1230 - Cross Site Scripting (XSS) Vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in C. Johnson Footnotes for WordPress allows Stored XSS. This issue affects Footnotes for WordPress: from n/a through 2016.1230.,6.5,C. Johnson,Footnotes for WordPress,2025-04-01T14:51:04.093Z,no,1.0,CWE-79,1.0
CVE-2025-31737,WordPress Client Showcase plugin <= 1.2.0 - Stored Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in dxladner Client Showcase allows Stored XSS. This issue affects Client Showcase: from n/a through 1.2.0.,6.5,dxladner,Client Showcase,2025-04-01T14:51:04.637Z,no,1.0,CWE-79,1.0
CVE-2025-31738,WordPress LeadQuizzes Plugin <= 1.1.0 - Stored Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in yazamodeveloper LeadQuizzes allows Stored XSS. This issue affects LeadQuizzes: from n/a through 1.1.0.,6.5,yazamodeveloper,LeadQuizzes,2025-04-01T14:51:05.140Z,no,1.0,CWE-79,1.0
CVE-2025-31740,"WordPress News, Magazine and Blog Elements Plugin <= 1.3 - Stored Cross Site Scripting (XSS) vulnerability","Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in aThemeArt News, Magazine and Blog Elements allows Stored XSS. This issue affects News, Magazine and Blog Elements: from n/a through 1.3.",6.5,aThemeArt,"News, Magazine and Blog Elements",2025-04-01T14:51:05.676Z,no,1.0,CWE-79,1.0
CVE-2025-31741,WordPress Easy Magazine plugin <= 2.1.13 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Filtr8 Easy Magazine allows DOM-Based XSS. This issue affects Easy Magazine: from n/a through 2.1.13.,6.5,Filtr8,Easy Magazine,2025-04-01T14:51:06.199Z,no,1.0,CWE-79,1.0
CVE-2025-31742,WordPress Dima Take Action Plugin <= 1.0.5 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in PixelDima Dima Take Action allows Stored XSS. This issue affects Dima Take Action: from n/a through 1.0.5.,5.9,PixelDima,Dima Take Action,2025-04-01T14:51:06.707Z,no,1.0,CWE-79,1.0
CVE-2025-31743,WordPress Lightweight and Responsive Youtube Embed Plugin <= 1.0.0 - Stored Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in wpszaki Lightweight and Responsive Youtube Embed allows Stored XSS. This issue affects Lightweight and Responsive Youtube Embed: from n/a through 1.0.0.,6.5,wpszaki,Lightweight and Responsive Youtube Embed,2025-04-01T14:51:07.208Z,no,1.0,CWE-79,1.0
CVE-2025-31744,WordPress Lightweight and Responsive Youtube Embed plugin <= 1.0.0 - Stored Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in wpszaki Lightweight and Responsive Youtube Embed allows Stored XSS. This issue affects Lightweight and Responsive Youtube Embed: from n/a through 1.0.0.,6.5,wpszaki,Lightweight and Responsive Youtube Embed,2025-04-01T14:51:07.706Z,no,1.0,CWE-79,1.0
CVE-2025-31745,WordPress Subscription Form for Feedblitz Plugin <= 1.0.9 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Arni Cinco Subscription Form for Feedblitz allows Stored XSS. This issue affects Subscription Form for Feedblitz: from n/a through 1.0.9.,6.5,Arni Cinco,Subscription Form for Feedblitz,2025-04-01T14:51:08.224Z,no,1.0,CWE-79,1.0
CVE-2025-31747,WordPress WP Chrono plugin <= 1.5.4 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in milan.latinovic WP Chrono allows DOM-Based XSS. This issue affects WP Chrono: from n/a through 1.5.4.,6.5,milan.latinovic,WP Chrono,2025-04-01T14:51:08.737Z,no,1.0,CWE-79,1.0
CVE-2025-31748,WordPress Opal Portfolio Plugin <= 1.0.4 - Stored Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in wpopal Opal Portfolio allows Stored XSS. This issue affects Opal Portfolio: from n/a through 1.0.4.,6.5,wpopal,Opal Portfolio,2025-04-01T14:51:09.239Z,no,1.0,CWE-79,1.0
CVE-2025-31749,WordPress  HMH Footer Builder For Elementor plugin <= 1.0 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in WPelite HMH Footer Builder For Elementor allows Stored XSS. This issue affects HMH Footer Builder For Elementor: from n/a through 1.0.,6.5,WPelite,HMH Footer Builder For Elementor,2025-04-01T14:51:09.768Z,no,1.0,CWE-79,1.0
CVE-2025-31750,WordPress Breaking News WP Plugin <= 1.3 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in doit Breaking News WP allows Stored XSS. This issue affects Breaking News WP: from n/a through 1.3.,5.9,doit,Breaking News WP,2025-04-01T14:51:10.293Z,no,1.0,CWE-79,1.0
CVE-2025-31751,WordPress Breaking News WP Plugin <= 1.3 - CSRF to Settings Change vulnerability,Cross-Site Request Forgery (CSRF) vulnerability in doit Breaking News WP allows Cross Site Request Forgery. This issue affects Breaking News WP: from n/a through 1.3.,6.5,doit,Breaking News WP,2025-04-01T14:51:10.966Z,no,1.0,CWE-352,1.0
CVE-2025-31752,WordPress Bulk Fields Editor plugin <= 1.8.0 - Broken Access Control vulnerability,Missing Authorization vulnerability in termel Bulk Fields Editor allows Exploiting Incorrectly Configured Access Control Security Levels. This issue affects Bulk Fields Editor: from n/a through 1.8.0.,4.3,termel,Bulk Fields Editor,2025-04-01T14:51:11.583Z,no,1.0,CWE-862,1.0
CVE-2025-31753,WordPress Advanced Speed Increaser Plugin <= 2.2.1 - Cross Site Request Forgery (CSRF) vulnerability,Cross-Site Request Forgery (CSRF) vulnerability in Animesh Kumar Advanced Speed Increaser. This issue affects Advanced Speed Increaser: from n/a through 2.2.1.,4.3,Animesh Kumar,Advanced Speed Increaser,2025-04-01T20:42:09.765Z,no,1.0,CWE-352,1.0
CVE-2025-31754,WordPress DobsonDev Shortcodes plugin <= 2.1.12 - Stored Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in DobsonDev DobsonDev Shortcodes allows Stored XSS. This issue affects DobsonDev Shortcodes: from n/a through 2.1.12.,6.5,DobsonDev,DobsonDev Shortcodes,2025-04-01T14:51:12.129Z,no,1.0,CWE-79,1.0
CVE-2025-31755,WordPress pCloud Backup plugin <= 1.0.1 - Broken Access Control vulnerability,Missing Authorization vulnerability in josselynj pCloud Backup allows Exploiting Incorrectly Configured Access Control Security Levels. This issue affects pCloud Backup: from n/a through 1.0.1.,4.3,josselynj,pCloud Backup,2025-04-01T14:51:12.650Z,no,1.0,CWE-862,1.0
CVE-2025-31756,WordPress TZ PlusGallery Plugin <= 1.5.5 - Cross Site Request Forgery (CSRF) vulnerability,Cross-Site Request Forgery (CSRF) vulnerability in tuyennv TZ PlusGallery allows Cross Site Request Forgery. This issue affects TZ PlusGallery: from n/a through 1.5.5.,4.3,tuyennv,TZ PlusGallery,2025-04-01T14:51:13.185Z,no,1.0,CWE-352,1.0
CVE-2025-31757,WordPress Free Woocommerce Product Table View plugin <= 1.78 - Broken Access Control vulnerability,Missing Authorization vulnerability in BinaryCarpenter Free Woocommerce Product Table View allows Exploiting Incorrectly Configured Access Control Security Levels. This issue affects Free Woocommerce Product Table View: from n/a through 1.78.,5.4,BinaryCarpenter,Free Woocommerce Product Table View,2025-04-01T14:51:13.704Z,no,1.0,CWE-862,1.0
CVE-2025-31759,WordPress Boo Recipes plugin <= 2.4.1 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in BooSpot Boo Recipes allows Stored XSS. This issue affects Boo Recipes: from n/a through 2.4.1.,6.5,BooSpot,Boo Recipes,2025-04-01T14:51:14.211Z,no,1.0,CWE-79,1.0
CVE-2025-31760,WordPress SnapWidget Social Photo Feed Widget plugin <= 1.1.0 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in snapwidget SnapWidget Social Photo Feed Widget allows DOM-Based XSS. This issue affects SnapWidget Social Photo Feed Widget: from n/a through 1.1.0.,6.5,snapwidget,SnapWidget Social Photo Feed Widget,2025-04-01T14:51:14.727Z,no,1.0,CWE-79,1.0
CVE-2025-31761,WordPress Hypotext plugin <= 1.0.1 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in DEJAN Hypotext allows Stored XSS. This issue affects Hypotext: from n/a through 1.0.1.,6.5,DEJAN,Hypotext,2025-04-01T14:51:15.256Z,no,1.0,CWE-79,1.0
CVE-2025-31762,WordPress Sheet2Site plugin <= 1.0.18 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in andreyazimov Sheet2Site allows Stored XSS. This issue affects Sheet2Site: from n/a through 1.0.18.,6.5,andreyazimov,Sheet2Site,2025-04-01T14:51:15.765Z,no,1.0,CWE-79,1.0
CVE-2025-31763,WordPress Cache control by Cacholong Plugin <= 5.4.1 - Cross Site Request Forgery (CSRF) vulnerability,Cross-Site Request Forgery (CSRF) vulnerability in Preliot Cache control by Cacholong allows Cross Site Request Forgery. This issue affects Cache control by Cacholong: from n/a through 5.4.1.,4.3,Preliot,Cache control by Cacholong,2025-04-01T14:51:16.279Z,no,1.0,CWE-352,1.0
CVE-2025-31764,WordPress Cache control by Cacholong plugin <= 5.4.1 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Preliot Cache control by Cacholong allows Stored XSS. This issue affects Cache control by Cacholong: from n/a through 5.4.1.,5.9,Preliot,Cache control by Cacholong,2025-04-01T14:51:16.778Z,no,1.0,CWE-79,1.0
CVE-2025-31765,WordPress GDPR Cookie Notice plugin <= 1.2.0 - Broken Access Control vulnerability,Missing Authorization vulnerability in themeqx GDPR Cookie Notice allows Exploiting Incorrectly Configured Access Control Security Levels. This issue affects GDPR Cookie Notice: from n/a through 1.2.0.,5.3,themeqx,GDPR Cookie Notice,2025-04-01T14:51:17.281Z,no,1.0,CWE-862,1.0
CVE-2025-31766,WordPress PhotoShelter for Photographers Blog Feed plugin <= 1.5.7 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in PhotoShelter PhotoShelter for Photographers Blog Feed Plugin allows Stored XSS. This issue affects PhotoShelter for Photographers Blog Feed Plugin: from n/a through 1.5.7.,6.5,PhotoShelter,PhotoShelter for Photographers Blog Feed Plugin,2025-04-01T14:51:17.794Z,no,1.0,CWE-79,1.0
CVE-2025-31767,WordPress Post Custom Templates Lite plugin <= 1.14 - Stored Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in OTWthemes  Post Custom Templates Lite allows Stored XSS. This issue affects  Post Custom Templates Lite: from n/a through 1.14.,6.5,OTWthemes,Post Custom Templates Lite,2025-04-01T14:51:18.309Z,no,1.0,CWE-79,1.0
